# File generated by PiHelper. Please see the project web site for further details on data use terms.
# Exporter: DrugTargetExporter
# Time: 2014.07.15 at 02:17:00 EDT
PiHelper_DrugTarget_ID	HGNC_Symbol	Drug_Name	DataSources	References
8554	CCNA2	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8555	CDK2	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8556	CCNA2	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID	DrugBank	PubMed:10592235
8557	CDK2	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID	DrugBank	PubMed:10592235
8558	CDK2	4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8559	CTSD	5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOBUTYL-HEXANOIC ACID	DrugBank	PubMed:10592235
8560	ADRB2	(2S)-1-(9H-Carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol	DrugBank	PubMed:10592235
8561	BCAT1	N'-(5-CHLOROBENZOFURAN-2-CARBONYL)-2-(TRIFLUOROMETHYL)BENZENESULFONOHYDRAZIDE	DrugBank	PubMed:10592235
8562	AURKA	N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE	DrugBank	PubMed:10592235
8563	CSNK2A2	[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid	DrugBank	PubMed:10592235
8564	F2	2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-6-PYRIDINYL)METHYL]ACETAMIDE	DrugBank	PubMed:10592235
8565	F2	2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-3-METHYL-6-PYRIDINYL)METHYL]ACETAMIDE	DrugBank	PubMed:10592235
8566	F2	2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE	DrugBank	PubMed:10592235
8567	ACHE	1-(2-nitrophenyl)-2,2,2-trifluoroethyl]-arsenocholine	DrugBank	PubMed:10592235
8568	MMP12	N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE	DrugBank	PubMed:10592235
8569	MMP1	N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE	DrugBank	PubMed:10592235
8570	NCOA1	(5BETA)-PREGNANE-3,20-DIONE	DrugBank	PubMed:10592235
8571	RXRA	(5BETA)-PREGNANE-3,20-DIONE	DrugBank	PubMed:10592235
8572	NR1I3	(5BETA)-PREGNANE-3,20-DIONE	DrugBank	PubMed:10592235
8573	AKR1D1	(5BETA)-PREGNANE-3,20-DIONE	DrugBank	PubMed:10592235
8574	PSMA7	2-ACETYLAMINO-4-METHYL-PENTANOIC ACID [1-(1-FORMYL-PENTYLCARBAMOYL)-3-METHYL-BUTYL]-AMIDE	DrugBank	PubMed:10592235
8575	DHODH	(2Z)-2-cyano-N-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide	DrugBank	PubMed:10592235
8576	DHODH	(2Z)-2-cyano-N-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide	DrugBank	PubMed:10592235
8577	CDK2	N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE	DrugBank	PubMed:10592235
8578	CCNA2	N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE	DrugBank	PubMed:10592235
8579	CTSK	1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine	DrugBank	PubMed:10592235
8580	ESR1	(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL	DrugBank	PubMed:10592235
8581	BACE1	(2S)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol	DrugBank	PubMed:10592235
8582	STMN4	2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE	DrugBank	PubMed:10592235
8583	TUBB2B	2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE	DrugBank	PubMed:10592235
8584	TUBA1A	2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE	DrugBank	PubMed:10592235
8585	TUBA1C	2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE	DrugBank	PubMed:10592235
8586	TUBA1B	2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE	DrugBank	PubMed:10592235
8587	TYMS	6-ETHYL-5-PHENYLPYRIMIDINE-2,4-DIAMINE	DrugBank	PubMed:10592235
8588	APCS	BIS-1,2-{[(Z)-2-CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBAMOYL}-ETHANE	DrugBank	PubMed:10592235
8589	APCS	BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE	DrugBank	PubMed:10592235
8590	PRKACA	(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE	DrugBank	PubMed:10592235
8591	PKIA	(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE	DrugBank	PubMed:10592235
8592	AKT1	N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine	DrugBank	PubMed:10592235
8593	GSK3B	N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine	DrugBank	PubMed:10592235
8594	AKT1	5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine	DrugBank	PubMed:10592235
8595	GSK3B	5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine	DrugBank	PubMed:10592235
8596	HDAC8	5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE	DrugBank	PubMed:10592235
8597	CTSS	N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE	DrugBank	PubMed:10592235
8598	CTSS	N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE	DrugBank	PubMed:10592235
8599	CTSK	(1R)-2-METHYL-1-(PHENYLMETHYL)PROPYL[(1S)-1-FORMYLPENTYL]CARBAMATE	DrugBank	PubMed:10592235
8600	CTSK	1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE	DrugBank	PubMed:10592235
8601	HSP90AB1	4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL	DrugBank	PubMed:10592235
8602	HSP90AA1	4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL	DrugBank	PubMed:10592235
8603	CDK2	(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE	DrugBank	PubMed:10592235
8604	CA2	(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate	DrugBank	PubMed:10592235
8605	PNMT	CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL	DrugBank	PubMed:10592235
8606	GRIA2	2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE	DrugBank	PubMed:10592235
8607	HSP90AA1	4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol	DrugBank	PubMed:10592235
8608	EGFR	S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE	DrugBank	PubMed:10592235
8609	ATP2A1	(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE	DrugBank	PubMed:10592235
8610	F10	2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE	DrugBank	PubMed:10592235
8611	CDK2	6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE	DrugBank	PubMed:10592235
8612	MAPK14	4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE	DrugBank	PubMed:10592235
8613	DYRK1A	N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide	DrugBank	PubMed:10592235
8614	CRB2	N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide	DrugBank	PubMed:10592235
8615	CYP2A6	N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	DrugBank	PubMed:10592235
8616	CDK2	6-(3-AMINOPHENYL)-N-(TERT-BUTYL)-2-(TRIFLUOROMETHYL)QUINAZOLIN-4-AMINE	DrugBank	PubMed:10592235
8617	HPGDS	3-phenyl-5-(1H-pyrazol-3-yl)isoxazole	DrugBank	PubMed:10592235
8618	HPGDS	PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE	DrugBank	PubMed:10592235
8619	HPGDS	2-{[(2E)-3-(3,4-dimethoxyphenyl)prop-2-enoyl]amino}benzoic acid	DrugBank	PubMed:10592235
8620	HPGDS	4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid	DrugBank	PubMed:10592235
8621	CYP2A6	N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	DrugBank	PubMed:10592235
8622	CDK2	2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE	DrugBank	PubMed:10592235
8623	HSD11B1	N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	DrugBank	PubMed:10592235
8624	CYP2A6	(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	DrugBank	PubMed:10592235
8625	CDK2	1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA	DrugBank	PubMed:10592235
8626	CYP2A6	4,4'-DIPYRIDYL DISULFIDE	DrugBank	PubMed:10592235
8627	HSD11B1	1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide	DrugBank	PubMed:10592235
8628	PLAU	4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide	DrugBank	PubMed:10592235
8629	PLAU	4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide	DrugBank	PubMed:10592235
8630	CAPN1	(2S)-4-METHYL-2-(3-PHENYLTHIOUREIDO)-N-((3S)-TETRAHYDRO-2-HYDROXY-3-FURANYL)PENTANAMIDE	DrugBank	PubMed:10592235
8631	PKM	6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one	DrugBank	PubMed:10592235
8632	F10	N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE	DrugBank	PubMed:10592235
8633	F10	N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE	DrugBank	PubMed:10592235
8634	CA2	5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide	DrugBank	PubMed:10592235
8635	ABO	octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside	DrugBank	PubMed:10592235
8636	MT-CYB	5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE	DrugBank	PubMed:10592235
8637	UQCRFS1	5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE	DrugBank	PubMed:10592235
8638	CYC1	5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE	DrugBank	PubMed:10592235
8639	UQCRB	5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE	DrugBank	PubMed:10592235
8640	UQCR10	5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE	DrugBank	PubMed:10592235
8641	EPOR	3,5 DIBROMOTYROSINE	DrugBank	PubMed:10592235
8642	ESR1	(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL	DrugBank	PubMed:10592235
8643	ESR2	(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL	DrugBank	PubMed:10592235
8644	F2	3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER	DrugBank	PubMed:10592235
8645	MAOA	DECYL(DIMETHYL)PHOSPHINE OXIDE	DrugBank	PubMed:10592235
8646	DCPS	5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine	DrugBank	PubMed:10592235
8647	DCPS	5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine	DrugBank	PubMed:10592235
8648	DCPS	5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine	DrugBank	PubMed:10592235
8649	HBA1	SEBACIC ACID	DrugBank	PubMed:10592235
8650	HBB	SEBACIC ACID	DrugBank	PubMed:10592235
8651	DHODH	UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE	DrugBank	PubMed:10592235
8652	CHEK1	(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL	DrugBank	PubMed:10592235
8653	CHEK1	(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL	DrugBank	PubMed:10592235
8654	PTPN1	N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8655	POLK	1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE	DrugBank	PubMed:10592235
8656	CHEK1	N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE	DrugBank	PubMed:10592235
8657	CHEK1	(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC	DrugBank	PubMed:10592235
8658	CHEK1	3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE	DrugBank	PubMed:10592235
8659	NAMPT	N-[4-(1-BENZOYLPIPERIDIN-4-YL)BUTYL]-3-PYRIDIN-3-YLPROPANAMIDE	DrugBank	PubMed:10592235
8660	PLA2G1B	PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER	DrugBank	PubMed:10592235
8661	F2	AC-(D)PHE-PRO-BOROLYS-OH	DrugBank	PubMed:10592235
8662	F2	AC-(D)PHE-PRO-BOROHOMOLYS-OH	DrugBank	PubMed:10592235
8663	F2	AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH	DrugBank	PubMed:10592235
8664	SRC	N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE	DrugBank	PubMed:10592235
8665	EGFR	N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE	DrugBank	PubMed:10592235
8666	CSNK1G3	5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE	DrugBank	PubMed:10592235
8667	SLK	5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE	DrugBank	PubMed:10592235
8668	CAMK4	5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE	DrugBank	PubMed:10592235
8669	CLK3	5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE	DrugBank	PubMed:10592235
8670	ABL2	5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE	DrugBank	PubMed:10592235
8671	F2	N-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide	DrugBank	PubMed:10592235
8672	DPP4	(3R,4S)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	DrugBank	PubMed:10592235
8673	CTRB1	3-(4-DIETHYLAMINO-2-HYDROXY-PHENYL)-2-METHYL-PROPIONIC ACID	DrugBank	PubMed:10592235
8674	CYP2C18	4-METHYL-N-METHYL-N-(2-PHENYL-2H-PYRAZOL-3-YL)BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8675	IGHG1	TRANS-2-(DIMETHYLPHENYLSILYL)-PIPERIDINE-N-OXIDE	DrugBank	PubMed:10592235
8676	PPARG	(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID	DrugBank	PubMed:10592235
8677	GSK3B	3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one	DrugBank	PubMed:10592235
8678	CAMK4	3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one	DrugBank	PubMed:10592235
8679	PARP3	2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one	DrugBank	PubMed:10592235
8680	ESR1	(9ALPHA,13BETA,17BETA)-2-[(1Z)-BUT-1-EN-1-YL]ESTRA-1,3,5(10)-TRIENE-3,17-DIOL	DrugBank	PubMed:10592235
8681	NCOA2	(9ALPHA,13BETA,17BETA)-2-[(1Z)-BUT-1-EN-1-YL]ESTRA-1,3,5(10)-TRIENE-3,17-DIOL	DrugBank	PubMed:10592235
8682	CMA1	[(1S)-1-(5-CHLORO-1-BENZOTHIEN-3-YL)-2-(2-NAPHTHYLAMINO)-2-OXOETHYL]PHOSPHONIC ACID	DrugBank	PubMed:10592235
8683	BCHE	DODECANESULFONATE ION	DrugBank	PubMed:10592235
8684	MMP12	N-(dibenzo[b,d]thiophen-3-ylsulfonyl)-L-valine	DrugBank	PubMed:10592235
8685	PLAT	5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID	DrugBank	PubMed:10592235
8686	CDK2	4-{[5-(CYCLOHEXYLMETHOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8687	CDK2	4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8688	CDK2	4-({5-[(4-AMINOCYCLOHEXYL)AMINO][1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL}AMINO)BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8689	CDK2	4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8690	CCNA2	4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8691	DHRS4L1	METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE	DrugBank	PubMed:10592235
8692	EFTUD1	(3ALPHA,5BETA,12ALPHA)-3,12-DIHYDROXYCHOLAN-24-OIC ACID	DrugBank	PubMed:10592235
8693	PPARD	2-({[3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid	DrugBank	PubMed:10592235
8694	PKM	1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine	DrugBank	PubMed:10592235
8695	CASP3	methyl (3S)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate	DrugBank	PubMed:10592235
8696	PKM	1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine	DrugBank	PubMed:10592235
8697	GSG2	3-(3-aminophenyl)-N-(3-chlorophenyl)pyrazolo[1,5-a]pyrimidin-5-amine	DrugBank	PubMed:10592235
8698	AKR1C3	3-CARBOXAMIDO-1,3,5(10)-ESTRATRIEN-17(R)-SPIRO-2'(5',5'-DIMETHYL-6'OXO)TETRAHYDROPYRAN	DrugBank	PubMed:10592235
8699	ACHE	1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE	DrugBank	PubMed:10592235
8700	NCOA5	(16ALPHA,17ALPHA)-ESTRA-1,3,5(10)-TRIENE-3,16,17-TRIOL	DrugBank	PubMed:10592235
8701	ESR2	(16ALPHA,17ALPHA)-ESTRA-1,3,5(10)-TRIENE-3,16,17-TRIOL	DrugBank	PubMed:10592235
8702	CYP51A1	1-[(2S)-2-[(4-CHLOROBENZYL)OXY]-2-(2,4-DICHLOROPHENYL)ETHYL]-1H-IMIDAZOLE	DrugBank	PubMed:10592235
8703	ESR1	(9BETA,11ALPHA,13ALPHA,14BETA,17ALPHA)-11-(METHOXYMETHYL)ESTRA-1(10),2,4-TRIENE-3,17-DIOL	DrugBank	PubMed:10592235
8704	NCOA2	(9BETA,11ALPHA,13ALPHA,14BETA,17ALPHA)-11-(METHOXYMETHYL)ESTRA-1(10),2,4-TRIENE-3,17-DIOL	DrugBank	PubMed:10592235
8705	ESR1	3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL	DrugBank	PubMed:10592235
8706	NCOA2	3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL	DrugBank	PubMed:10592235
8707	CA2	PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE	DrugBank	PubMed:10592235
8708	ADA	(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol	DrugBank	PubMed:10592235
8709	ESR1	3-ETHYL-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL	DrugBank	PubMed:10592235
8710	NCOA2	3-ETHYL-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL	DrugBank	PubMed:10592235
8711	MMP8	(1S)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID	DrugBank	PubMed:10592235
8712	GSR	6-(3-METHYL-1,4-DIOXO-1,4-DIHYDRONAPHTHALEN-2-YL)HEXANOIC ACID	DrugBank	PubMed:10592235
8713	CSNK2A1	3-METHYL-1,6,8-TRIHYDROXYANTHRAQUINONE	DrugBank	PubMed:10592235
