# File generated by PiHelper. Please see the project web site for further details on data use terms.
# Exporter: DrugExporter
# Time: 2014.07.15 at 01:58:08 EDT
PiHelper_Drug_ID	Drug_Name	Drug_Synonyms	Description	Number_of_Targets	ATC_Codes	isFdaApproved	isCancerDrug	isNutraceutical	Number_Of_Clinical_Trials	DataSources	References
62831	Setiptiline		""	8		false	false	false	-1	KEGG Drugs	PubChem Substance:96025196;NIKKAJI:J22.942C;NIKKAJI:J263.325F;LigandBox:D08511;CAS:85650-57-3;PubChem Substance:7849096;CAS:57262-94-9;KEGG:D02034;KEGG:D08511;LigandBox:D02034
62832	Imiloxan		""	1		false	false	false	-1	KEGG Drugs	KEGG:D04514;CAS:86710-23-8;LigandBox:D04514;PubChem Substance:47206362
62833	Rilmenidine		""	3	C02AC06	true	false	false	-1	KEGG Drugs	NIKKAJI:J23.709D;LigandBox:D08482;PubChem Substance:96025168;KEGG:D08482;CAS:54187-04-1
62834	Piribedil		""	5	N04BC08	true	false	false	-1	KEGG Drugs	NIKKAJI:J8.178G;PubChem Substance:51091642;CAS:3605-01-4;LigandBox:D07305;KEGG:D07305
62835	Aptazapine		""	3		false	false	false	-1	KEGG Drugs	KEGG:D02972;NIKKAJI:J400.156G;CAS:71576-41-5;LigandBox:D02972;PubChem Substance:17397129
62836	Atipamezole		""	3		false	false	false	-1	KEGG Drugs	CAS:104054-27-5;NIKKAJI:J134.051D;PubChem Substance:17397158;KEGG:D03002;LigandBox:D03002
62837	Delequamine		""	3		false	false	false	-1	KEGG Drugs	CAS:119942-75-5;LigandBox:D03672;KEGG:D03672;PubChem Substance:17397768
62838	Detomidine		""	3		false	false	false	-1	KEGG Drugs	KEGG:D03702;PubChem Substance:96024492;LigandBox:D07795;NIKKAJI:J126.300E;CAS:90038-01-0;PubChem Substance:17397794;KEGG:D07795;CAS:76631-46-4;LigandBox:D03702
62839	Fluparoxan		""	3		false	false	false	-1	KEGG Drugs	PubChem Substance:47206169;CAS:111793-41-0;LigandBox:D04223;KEGG:D04223
62840	Romifidine		""	3		false	false	false	-1	KEGG Drugs	PubChem Substance:96025173;NIKKAJI:J969.964C;LigandBox:D08487;CAS:65896-16-4;KEGG:D08487
62841	Xylazine; Veterinary		""	3		false	false	false	-1	KEGG Drugs	LigandBox:D08683;KEGG:D08683;NIKKAJI:J8.925G;PubChem Substance:96025366;LigandBox:D06344;CAS:7361-61-7;KEGG:D06344;NIKKAJI:J244.012A;PubChem Substance:47208001;CAS:23076-35-9
62842	Prenalterol		""	1	C01CA13	true	false	false	-1	KEGG Drugs	LigandBox:D05606;PubChem Substance:47207269;CAS:61260-05-7;KEGG:D05606;NIKKAJI:J244.994C
62843	Xamoterol		""	1	C01CX07	true	false	false	-1	KEGG Drugs	KEGG:D06329;CAS:90730-93-1;LigandBox:D06328;NIKKAJI:J260.445K;CAS:81801-12-9;KEGG:D06328;NIKKAJI:J2.194.310J;LigandBox:D06329;PubChem Substance:47207985;PubChem Substance:47207986
62844	Buphenine		""	3	G02CA02;C04AA02	true	false	false	-1	KEGG Drugs	LigandBox:D07551;CAS:849-55-8;KEGG:D01543;PubChem Substance:7848606;NIKKAJI:J5.749E;KEGG:D07551;LigandBox:D01543;CAS:447-41-6;PubChem Substance:51091873
62845	Mepindolol		""	3	C07AA14	true	false	false	-1	KEGG Drugs	NIKKAJI:J20.368H;CAS:23694-81-7;LigandBox:D07181;KEGG:D07181;PubChem Substance:51091519
62846	Tertatolol		""	3	C07AA16	true	false	false	-1	KEGG Drugs	CAS:34784-64-0;PubChem Substance:51091520;NIKKAJI:J311.464C;LigandBox:D07182;LigandBox:D08572;PubChem Substance:96025256;KEGG:D08572;NIKKAJI:J364.974A;CAS:33580-30-2;KEGG:D07182
62847	Cloranolol		""	3	C07AA27	true	false	false	-1	KEGG Drugs	NIKKAJI:J16.607C;LigandBox:D07183;PubChem Substance:51091521;CAS:39563-28-5;KEGG:D07183
62848	Celiprolol		""	1	C07AB08	true	false	false	-1	KEGG Drugs	LigandBox:D01741;PubChem Substance:7848804;PubChem Substance:51091964;CAS:56980-93-9;NIKKAJI:J300.134B;LigandBox:D07660;CAS:57470-78-7;KEGG:D01741;NIKKAJI:J11.825G;KEGG:D07660
62849	Epanolol		""	1	C07AB10	true	false	false	-1	KEGG Drugs	NIKKAJI:J25.825C;CAS:86880-51-5;PubChem Substance:47208297;LigandBox:D06646;KEGG:D06646
62850	S-atenolol		""	1	C07AB11	true	false	false	-1	KEGG Drugs	CAS:93379-54-5;KEGG:D01471;LigandBox:D01471;PubChem Substance:7848534
62851	Talinolol		""	1	C07AB13	true	false	false	-1	KEGG Drugs	CAS:57460-41-0;PubChem Substance:51091522;LigandBox:D07184;KEGG:D07184;NIKKAJI:J375.035C
62852	Befunolol		""	3	S01ED06	true	false	false	-1	KEGG Drugs	LigandBox:D01512;KEGG:D01512;KEGG:D07496;CAS:39543-79-8;PubChem Substance:7848575;LigandBox:D07496;PubChem Substance:51091821;NIKKAJI:J440.995G;NIKKAJI:J16.631F;CAS:39552-01-7
62853	Adaprolol		""	3		false	false	false	-1	KEGG Drugs	LigandBox:D02765;PubChem Substance:17396923;CAS:121009-31-2;KEGG:D02765
62854	Alprenoxime		""	3		false	false	false	-1	KEGG Drugs	LigandBox:D02834;PubChem Substance:17396991;CAS:121009-30-1;KEGG:D02834
62855	Bucindolol		""	3		false	false	false	-1	KEGG Drugs	KEGG:D03170;CAS:70369-47-0;PubChem Substance:17397324;LigandBox:D03170
62856	Bucumolol		""	2		false	false	false	-1	KEGG Drugs	CAS:36556-75-9;PubChem Substance:7848555;LigandBox:D01492;KEGG:D01492
62857	Bufetolol		""	3		false	false	false	-1	KEGG Drugs	KEGG:D01504;PubChem Substance:7848567;LigandBox:D01504;CAS:35108-88-4;NIKKAJI:J290.882D
62858	Bunolol		""	3		false	false	false	-1	KEGG Drugs	LigandBox:D03177;KEGG:D03177;CAS:31969-05-8;PubChem Substance:17397331
62859	Butopamine		""	1		false	false	false	-1	KEGG Drugs	CAS:66734-12-1;PubChem Substance:17397349;KEGG:D03195;NIKKAJI:J18.644I;LigandBox:D03195
62860	Cetamolol		""	3		false	false	false	-1	KEGG Drugs	CAS:77590-95-5;PubChem Substance:17397589;NIKKAJI:J311.693J;KEGG:D03449;LigandBox:D03449
62861	Cicloprolol		""	3		false	false	false	-1	KEGG Drugs	KEGG:D03490;CAS:63686-79-3;PubChem Substance:17397626;LigandBox:D03490
62862	Cimaterol		""	3		false	false	false	-1	KEGG Drugs	PubChem Substance:17397636;LigandBox:D03502;CAS:54239-37-1;NIKKAJI:J153.940J;KEGG:D03502
62863	Denopamine		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D02614;KEGG:D02614;NIKKAJI:J23.679I;CAS:71771-90-9;PubChem Substance:17396784
62864	Dexpropranolol		""	3		false	false	false	-1	KEGG Drugs	KEGG:D03729;NIKKAJI:J237.776D;PubChem Substance:17397818;LigandBox:D03729;CAS:13071-11-9
62865	Diacetolol		""	3		false	false	false	-1	KEGG Drugs	LigandBox:D03759;PubChem Substance:17397848;KEGG:D03759;CAS:69796-04-9
62866	Flestolol		""	3		false	false	false	-1	KEGG Drugs	CAS:88844-73-9;LigandBox:D04190;KEGG:D04190;PubChem Substance:47206136
62867	Indenolol		""	2		false	false	false	-1	KEGG Drugs	NIKKAJI:J20.856F;NIKKAJI:J2.222.735A;LigandBox:D01958;LigandBox:D08078;PubChem Substance:96024768;CAS:81789-85-7;PubChem Substance:7849020;KEGG:D01958;KEGG:D08078;CAS:60607-68-3
62868	Landiolol		""	1		false	false	false	-1	KEGG Drugs	NIKKAJI:J1.874.077J;PubChem Substance:7848909;KEGG:D01847;CAS:144481-98-1;LigandBox:D01847
62869	Levdobutamine		""	1		false	false	false	-1	KEGG Drugs	KEGG:D04708;LigandBox:D04708;CAS:129388-07-4;PubChem Substance:47206536
62870	Levobetaxolol		""	1		false	false	false	-1	KEGG Drugs	KEGG:D04710;LigandBox:D04710;CAS:116209-55-3;PubChem Substance:47206537
62871	Nipradilol		""	3		false	false	false	-1	KEGG Drugs	PubChem Substance:7848754;CAS:81486-22-8;LigandBox:D01691;KEGG:D01691;NIKKAJI:J32.853G
62872	Pamatolol		""	3		false	false	false	-1	KEGG Drugs	NIKKAJI:J365.023E;LigandBox:D05345;CAS:59954-01-7;KEGG:D05345;PubChem Substance:47207031
62873	Primidolol		""	3		false	false	false	-1	KEGG Drugs	NIKKAJI:J19.082I;KEGG:D02389;PubChem Substance:7849448;CAS:67227-55-8;LigandBox:D02389
62874	Talibegron		""	3		false	false	false	-1	KEGG Drugs	PubChem Substance:17396869;KEGG:D02702;LigandBox:D02702;CAS:178600-17-4
62875	Tilisolol		""	3		false	false	false	-1	KEGG Drugs	NIKKAJI:J372.135C;PubChem Substance:7848857;CAS:85136-71-6;KEGG:D01795;NIKKAJI:J632.441J;LigandBox:D08598;CAS:62774-96-3;PubChem Substance:96025282;LigandBox:D01795;KEGG:D08598
62876	Dopexamine		""	6	C01CA14	true	false	false	-1	KEGG Drugs	PubChem Substance:17397975;CAS:86197-47-9;KEGG:D03891;NIKKAJI:J32.842A;LigandBox:D03891
62877	Isoxsuprine		""	1	C04AA01	true	false	false	-1	KEGG Drugs	KEGG:D08093;KEGG:D01748;LigandBox:D08093;NIKKAJI:J5.719C;KEGG:D08092;LigandBox:D08092;CAS:58379-21-8;CAS:395-28-8;CAS:579-56-6;LigandBox:D01748;NIKKAJI:J529.160G;PubChem Substance:7848811;PubChem Substance:96024782;PubChem Substance:96024783
62878	Rimiterol		""	1	R03AC05	true	false	false	-1	KEGG Drugs	NIKKAJI:J280.817J;PubChem Substance:47207391;KEGG:D05730;CAS:31842-61-2;LigandBox:D05730
62879	Hexoprenaline		""	1	R03CC05;R03AC06	true	false	false	-1	KEGG Drugs	CAS:32266-10-7;KEGG:D02396;LigandBox:D02396;PubChem Substance:7849455;NIKKAJI:J7.693G;CAS:3215-70-1;LigandBox:D08039;PubChem Substance:96024732;KEGG:D08039;NIKKAJI:J321.603I
62880	Tretoquinol		""	1	R03CC09;R03AC09	true	false	false	-1	KEGG Drugs	KEGG:D01978;PubChem Substance:7849040;KEGG:D05037;LigandBox:D08629;LigandBox:D05037;NIKKAJI:J60.102K;NIKKAJI:J231.142I;CAS:18559-59-6;PubChem Substance:96025313;PubChem Substance:47206764;KEGG:D08629;LigandBox:D01978;CAS:30418-38-3
62881	Carbuterol		""	1	R03AC10;R03CC10	true	false	false	-1	KEGG Drugs	LigandBox:D03402;CAS:34866-46-1;PubChem Substance:17397542;NIKKAJI:J290.862J;KEGG:D03402
62882	Tulobuterol		""	1	R03AC11;R03CC11	true	false	false	-1	KEGG Drugs	CAS:41570-61-0;KEGG:D01362;LigandBox:D02151;PubChem Substance:7848425;DrugBank:DB01505;CAS:56776-01-3;PubChem Substance:7849212;NIKKAJI:J16.872F;NIKKAJI:J215.395E;LigandBox:D01362;KEGG:D02151
62883	Reproterol		""	1	R03CC14;R03AC15	true	false	false	-1	KEGG Drugs	NIKKAJI:J12.331E;PubChem Substance:47207379;LigandBox:D05718;LigandBox:D08474;PubChem Substance:96025160;NIKKAJI:J320.992J;CAS:54063-54-6;KEGG:D08474;CAS:13055-82-8;KEGG:D05718
62884	Methoxyphenamine		""	1	R03CB02	true	false	false	-1	KEGG Drugs	PubChem Substance:7848698;CAS:5588-10-3;NIKKAJI:J349.744E;KEGG:D01635;LigandBox:D01635
62885	Abediterol		""	1		false	false	false	-1	KEGG Drugs	CAS:1044516-17-7;KEGG:D10219;PubChem Substance:163312250;PubChem Substance:163312251;KEGG:D10220;CAS:915133-65-2
62886	Butoxamine		""	1		false	false	false	-1	KEGG Drugs	CAS:5696-15-1;NIKKAJI:J349.755K;PubChem Substance:17397352;KEGG:D03198;LigandBox:D03198
62887	Carazolol		""	1		false	false	false	-1	KEGG Drugs	KEGG:D07608;PubChem Substance:51091918;LigandBox:D07608;CAS:57775-29-8;NIKKAJI:J12.594F
62888	Clorprenaline		""	1		false	false	false	-1	KEGG Drugs	CAS:5588-22-7;KEGG:D01835;PubChem Substance:7848897;LigandBox:D01835
62889	Colterol		""	1		false	false	false	-1	KEGG Drugs	KEGG:D03587;LigandBox:D03587;CAS:17605-73-1;PubChem Substance:47205866;NIKKAJI:J365.038C
62890	Milveterol		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D08945;PubChem Substance:96025628;CAS:804518-03-4;KEGG:D08945
62891	Levosalbutamol		""	1		false	false	false	-1	KEGG Drugs	CAS:34391-04-3;KEGG:D08124;LigandBox:D08124;NIKKAJI:J428.072E;PDB-CCD:68H;PubChem Substance:96024814
62892	Mabuterol		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D01589;KEGG:D01589;PubChem Substance:7848652;NIKKAJI:J245.493I;CAS:54240-36-7
62893	Olodaterol		""	1		false	false	false	-1	KEGG Drugs	PubChem Substance:135626863;KEGG:D10020;CAS:868049-49-4;LigandBox:D10145;KEGG:D10145;CAS:869477-96-3;LigandBox:D10020;PubChem Substance:135626741
62894	Picumeterol		""	1		false	false	false	-1	KEGG Drugs	PubChem Substance:47207145;KEGG:D05476;CAS:130641-37-1;LigandBox:D05476
62895	Ractopamine		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D05691;KEGG:D05691;PubChem Substance:47207352;CAS:90274-24-1
62896	Sibenadet		""	2		false	false	false	-1	KEGG Drugs	LigandBox:D05832;PubChem Substance:47207493;KEGG:D05832;CAS:154189-24-9
62897	Soterenol		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D05902;KEGG:D05902;PubChem Substance:47207561;NIKKAJI:J327.456J;CAS:14816-67-2
62898	Vilanterol		""	1		false	false	false	-1	KEGG Drugs	PubChem Substance:124490437;CAS:503068-34-6;PubChem Substance:124490436;LigandBox:D09697;LigandBox:D09696;CAS:503070-58-4;KEGG:D09697;KEGG:D09696
62899	Zinterol		""	1		false	false	false	-1	KEGG Drugs	NIKKAJI:J244.557C;LigandBox:D06374;CAS:38241-28-0;PubChem Substance:47208031;KEGG:D06374
62900	Amibegron		""	1		false	false	false	-1	KEGG Drugs	KEGG:D08851;NIKKAJI:J440.826H;PubChem Substance:96025533;CAS:121524-08-1;LigandBox:D08851;CAS:121524-09-2;PubChem Substance:96025534;NIKKAJI:J586.049K;LigandBox:D08850;KEGG:D08850
62901	Fasobegron		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D09344;CAS:643094-49-9;KEGG:D09344;PubChem Substance:96026024
62902	Ritobegron		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D09732;KEGG:D09732;PubChem Substance:124490472
62903	Solabegron		""	1		false	false	false	-1	KEGG Drugs	CAS:451470-34-1;LigandBox:D05879;PubChem Substance:47207540;KEGG:D05879
62904	Clebopride		""	2	A03FA06	true	false	false	-1	KEGG Drugs	NIKKAJI:J11.081G;KEGG:D01742;PubChem Substance:17397666;CAS:57645-91-7;KEGG:D03534;LigandBox:D01742;NIKKAJI:J300.163F;PubChem Substance:7848805;CAS:55905-53-8;LigandBox:D03534
62905	Ibopamine		""	2	C01CA16;S01FB03	true	false	false	-1	KEGG Drugs	LigandBox:D08057;PubChem Substance:47206336;NIKKAJI:J350.197C;KEGG:D04488;CAS:75011-65-3;KEGG:D08057;CAS:66195-31-1;NIKKAJI:J18.921I;LigandBox:D04488;PubChem Substance:96024749
62906	Clopenthixol		""	2	N05AF02	true	false	false	-1	KEGG Drugs	NIKKAJI:J9.475G;LigandBox:D02613;KEGG:D02613;CAS:982-24-1;PubChem Substance:17396783
62907	Adrogolide		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D02775;CAS:166591-11-3;PubChem Substance:17396933;NIKKAJI:J693.926K;KEGG:D02775
62908	Butaclamol		""	2		false	false	false	-1	KEGG Drugs	PubChem Substance:17396811;CAS:36504-94-6;LigandBox:D02641;KEGG:D02641
62909	Ciladopa		""	2		false	false	false	-1	KEGG Drugs	CAS:83529-09-3;PubChem Substance:17397630;LigandBox:D03494;KEGG:D03494
62910	Ecopipam		""	2		false	false	false	-1	KEGG Drugs	LigandBox:D03937;KEGG:D03937;CAS:190133-94-9;PubChem Substance:47205925
62911	Oxiperomide		""	5		false	false	false	-1	KEGG Drugs	LigandBox:D02676;KEGG:D02676;PubChem Substance:17396845;NIKKAJI:J7.970G;CAS:5322-53-2
62912	Bromopride		""	1	A03FA04	true	false	false	-1	KEGG Drugs	PubChem Substance:51091442;CAS:4093-35-0;LigandBox:D07101;NIKKAJI:J8.679G;KEGG:D07101
62913	Metopimazine		""	1	A04AD05	true	false	false	-1	KEGG Drugs	PubChem Substance:47206737;CAS:14008-44-7;LigandBox:D05010;KEGG:D05010;NIKKAJI:J8.471I
62914	Quinagolide		""	1	G02CB04	true	false	false	-1	KEGG Drugs	LigandBox:D07217;NIKKAJI:J408.927H;PubChem Substance:96025143;LigandBox:D08457;KEGG:D07217;KEGG:D08457;CAS:94424-50-7;CAS:87056-78-8;PubChem Substance:51091555
62915	Terguride		""	1	G02CB06	true	false	false	-1	KEGG Drugs	NIKKAJI:J32.502C;LigandBox:D01348;CAS:37686-84-3;KEGG:D01348;PubChem Substance:7848411
62916	Trifluperidol		""	1	N05AD02	true	false	false	-1	KEGG Drugs	KEGG:D08637;LigandBox:D08637;KEGG:D02625;CAS:749-13-3;PubChem Substance:96025320;LigandBox:D02625;PubChem Substance:17396795;CAS:2062-77-3;NIKKAJI:J300.700F;NIKKAJI:J6.962K
62917	Moperone		""	1	N05AD04	true	false	false	-1	KEGG Drugs	LigandBox:D01105;NIKKAJI:J7.228A;PubChem Substance:17396793;KEGG:D02623;CAS:1050-79-9;NIKKAJI:J383.183C;PubChem Substance:7848168;LigandBox:D02623;KEGG:D01105;CAS:3871-82-7
62918	Pipamperone		""	2	N05AD05	true	false	false	-1	KEGG Drugs	NIKKAJI:J7.805K;PubChem Substance:17396792;NIKKAJI:J2.210.650C;LigandBox:D01482;KEGG:D02622;CAS:2448-68-2;LigandBox:D02622;KEGG:D01482;CAS:1893-33-0;PubChem Substance:7848545
62919	Bromperidol		""	1	N05AD06	true	false	false	-1	KEGG Drugs	NIKKAJI:J10.460D;KEGG:D02626;CAS:75067-66-2;LigandBox:D02626;LigandBox:D01101;KEGG:D01101;NIKKAJI:J11.644K;PubChem Substance:7848164;CAS:10457-90-6;PubChem Substance:17396796
62920	Sultopride		""	1	N05AL02	true	false	false	-1	KEGG Drugs	KEGG:D02208;CAS:53583-79-2;NIKKAJI:J10.063C;CAS:23694-17-9;KEGG:D08549;PubChem Substance:7849268;LigandBox:D02208;NIKKAJI:J352.952E;DrugBank:DB00391;PubChem Substance:96025234;LigandBox:D08549
62921	Tiapride		""	1	N05AL03	true	false	false	-1	KEGG Drugs	PubChem Substance:96025274;LigandBox:D08590;LigandBox:D01522;NIKKAJI:J268.933B;NIKKAJI:J11.205D;KEGG:D08590;PubChem Substance:7848585;CAS:51012-33-0;KEGG:D01522;CAS:51012-32-9
62922	Mosapramine		""	2	N05AX10	true	false	false	-1	KEGG Drugs	CAS:89419-40-9;LigandBox:D08235;NIKKAJI:J260.514G;LigandBox:D01548;NIKKAJI:J263.323J;KEGG:D08235;PubChem Substance:96024923;CAS:98043-60-8;PubChem Substance:7848611;KEGG:D01548
62923	Zotepine		""	2	N05AX11	true	false	false	-1	KEGG Drugs	PubChem Substance:7848384;CAS:26615-21-4;NIKKAJI:J3.479G;KEGG:D01321;LigandBox:D01321
62924	Opipramol		""	6	N06AA05	true	false	false	-1	KEGG Drugs	NIKKAJI:J8.634G;KEGG:D01477;PubChem Substance:7848540;CAS:909-39-7;NIKKAJI:J352.908H;LigandBox:D08297;KEGG:D08297;CAS:315-72-0;LigandBox:D01477;PubChem Substance:96024984
62925	Aplindore		""	1		false	false	false	-1	KEGG Drugs	KEGG:D03214;PubChem Substance:17397367;CAS:189681-71-8;LigandBox:D03214
62926	Bifeprunox		""	2		false	false	false	-1	KEGG Drugs	CAS:350992-13-1;LigandBox:D06566;LigandBox:D06567;KEGG:D06566;PubChem Substance:47208222;CAS:350992-10-8;PubChem Substance:47208223;KEGG:D06567
62927	Blonanserin		""	2		false	false	false	-1	KEGG Drugs	KEGG:D01176;PubChem Substance:7848239;CAS:132810-10-7;LigandBox:D01176
62928	Brexpiprazole		""	4		false	false	false	-1	KEGG Drugs	CAS:913611-97-9;PubChem Substance:172232423;KEGG:D10309
62929	Cariprazine		""	2		false	false	false	-1	KEGG Drugs	LigandBox:D09997;PubChem Substance:135626630;KEGG:D09876;CAS:839712-12-8;LigandBox:D09876;CAS:1083076-69-0;PubChem Substance:135626718;KEGG:D09997
62930	Carvotroline		""	1		false	false	false	-1	KEGG Drugs	KEGG:D02645;CAS:136777-43-0;LigandBox:D02645;PubChem Substance:17396815
62931	Clocapramine		""	1		false	false	false	-1	KEGG Drugs	PubChem Substance:51092014;LigandBox:D07718;CAS:47739-98-0;PubChem Substance:7849430;KEGG:D02371;LigandBox:D02371;KEGG:D07718;NIKKAJI:J10.005F
62932	Gevotroline		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D02663;PubChem Substance:17396832;NIKKAJI:J361.779C;KEGG:D02663;CAS:112243-58-0
62933	Lergotrile		""	1		false	false	false	-1	KEGG Drugs	NIKKAJI:J268.973A;CAS:51473-23-5;NIKKAJI:J17.683D;KEGG:D04694;PubChem Substance:47206526;PubChem Substance:47206527;KEGG:D04693;LigandBox:D04694;LigandBox:D04693;CAS:36945-03-6
62934	Mazapertine		""	1		false	false	false	-1	KEGG Drugs	CAS:134208-18-7;KEGG:D02670;PubChem Substance:17396839;LigandBox:D02670
62935	Methoxypromazine		""	1		false	false	false	-1	KEGG Drugs	PubChem Substance:17396775;LigandBox:D02605;NIKKAJI:J220.159C;CAS:3403-42-7;KEGG:D02605
62936	Nemonapride		""	3		false	false	false	-1	KEGG Drugs	PubChem Substance:7848531;CAS:75272-39-8;LigandBox:D01468;NIKKAJI:J259.346G;KEGG:D01468
62937	Pardoprunox		""	3		false	false	false	-1	KEGG Drugs	CAS:269718-83-4;LigandBox:D09366;PubChem Substance:96026077;KEGG:D09397;LigandBox:D09397;PubChem Substance:96026046;KEGG:D09366
62938	Perospirone		""	2		false	false	false	-1	KEGG Drugs	KEGG:D02372;LigandBox:D02372;PubChem Substance:7849431
62939	Piquindone		""	1		false	false	false	-1	KEGG Drugs	PubChem Substance:17396850;KEGG:D02681;CAS:83784-19-4;LigandBox:D02681
62940	Pridopidine		""	1		false	false	false	-1	KEGG Drugs	PubChem Substance:135626678;CAS:346688-38-8;PubChem Substance:135626679;CAS:882737-42-0;LigandBox:D09954;LigandBox:D09953;KEGG:D09953;KEGG:D09954
62941	Quinelorane		""	1		false	false	false	-1	KEGG Drugs	CAS:97548-97-5;LigandBox:D05677;PubChem Substance:47207338;NIKKAJI:J549.464H;KEGG:D05677
62942	Quinpirole		""	2		false	false	false	-1	KEGG Drugs	NIKKAJI:J276.268D;CAS:85798-08-9;PubChem Substance:47207343;KEGG:D05682;LigandBox:D05682
62943	Spiperone		""	4		false	false	false	-1	KEGG Drugs	KEGG:D01051;PubChem Substance:7848114;LigandBox:D01051;CAS:749-02-0;NIKKAJI:J3.320K
62944	Talipexole		""	1		false	false	false	-1	KEGG Drugs	KEGG:D08558;CAS:101626-70-4;NIKKAJI:J33.385I;KEGG:D01505;CAS:36085-73-1;PubChem Substance:7848568;LigandBox:D01505;NIKKAJI:J246.945F;PubChem Substance:96025243;LigandBox:D08558
62945	Timiperone		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D02035;PubChem Substance:7849097;CAS:57648-21-2;KEGG:D02035;NIKKAJI:J3.521A
62946	Tiospirone		""	2		false	false	false	-1	KEGG Drugs	LigandBox:D02688;NIKKAJI:J400.143E;CAS:87691-92-7;PubChem Substance:17396857;KEGG:D02688
62947	Raclopride C11		""	1		false	false	false	-1	KEGG Drugs	LigandBox:D05690;KEGG:D05690;CAS:97849-54-2;PubChem Substance:47207351
62948	Fananserin		""	2		false	false	false	-1	KEGG Drugs	PubChem Substance:47205811;CAS:127625-29-0;KEGG:D02656;NIKKAJI:J380.289B
62949	Sonepiprazole		""	1		false	false	false	-1	KEGG Drugs	KEGG:D05891;LigandBox:D05891;PubChem Substance:47207552;CAS:170858-34-1
62950	Thonzylamine		""	1	R06AC06;R01AC06;D04AA01	true	false	false	-1	KEGG Drugs	KEGG:D01801;NIKKAJI:J252.887H;PubChem Substance:7848863;KEGG:D08587;LigandBox:D01801;LigandBox:D08587;CAS:63-56-9;NIKKAJI:J4.646I;PubChem Substance:96025271;CAS:91-85-0
62951	Dimetindene		""	1	D04AA13;R06AB03	true	false	false	-1	KEGG Drugs	NIKKAJI:J220.175E;CAS:3614-69-5;CAS:5636-83-9;NIKKAJI:J8.041A;PubChem Substance:96024549;LigandBox:D07853;LigandBox:D01343;KEGG:D07853;KEGG:D01343;PubChem Substance:7848406
62952	Bamipine		""	1	D04AA15;R06AX01	true	false	false	-1	KEGG Drugs	CAS:61670-09-5;CAS:1229-69-2;PubChem Substance:51091817;LigandBox:D07197;PubChem Substance:51091818;KEGG:D07197;NIKKAJI:J281.093J;PubChem Substance:51091535;LigandBox:D07493;LigandBox:D07492;NIKKAJI:J8.788B;KEGG:D07492;KEGG:D07493;CAS:4945-47-5
62953	Chlorphenoxamine		""	1	D04AA34;R06AA06	true	false	false	-1	KEGG Drugs	NIKKAJI:J4.200E;CAS:562-09-4;PubChem Substance:51091985;KEGG:D07684;KEGG:D07198;LigandBox:D07198;LigandBox:D07684;PubChem Substance:51091536;CAS:77-38-3
62954	Dimetotiazine		""	4	N02CX05	true	false	false	-1	KEGG Drugs	CAS:7456-24-8;CAS:7455-39-2;KEGG:D01902;PubChem Substance:7848964;NIKKAJI:J8.938I;LigandBox:D07854;PubChem Substance:96024550;LigandBox:D01902;KEGG:D07854
62955	Oxatomide		""	2	R06AE06	true	false	false	-1	KEGG Drugs	NIKKAJI:J18.379B;KEGG:D01773;CAS:60607-34-3;PubChem Substance:7848836;LigandBox:D01773
62956	Levocetirizine		""	1	R06AE09	true	false	false	-1	KEGG Drugs	KEGG:D07402;LigandBox:D08118;NIKKAJI:J1.370.778B;CAS:130018-87-0;KEGG:D08118;LigandBox:D07402;PubChem Substance:51091738;PubChem Substance:96024808;CAS:130018-77-8
